Key,Source,Context,Changes,English,French,German,Klingon,Spanish
quest_classtrainingmechanic5_subtitle,,Quest Info,Reordered,"Repair The Wrench","Réparer la clé","Reparieren Sie den Schraubenschlüssel",,
quest_classtrainingmechanic5_description,,Quest Info,Reordered,"A good mechanic looks after their tools and that wrench is starting to look a little battered. Repair The Wrench.","Un bon mécanicien s'occupe de leurs outils et cette clé commence à avoir l'air un peu défoncée. Réparez la clé.","Ein guter Mechaniker kümmert sich um ihre Werkzeuge und dieser Schlüssel fängt an, ein bisschen angeschlagen auszusehen. Reparieren Sie den Schraubenschlüssel.",,
quest_classtrainingmechanic6,,Quest Info,Reordered,"Class Quest - Mechanic 6/6","Quête de Classe - Mécanicien 6/6","Klassentraining - Mechaniker 6/6",,
quest_classtrainingmechanic6_subtitle,,Quest Info,Reordered,"Gather Lots Of Parts","Rassemblez beaucoup de pièces","Viele Teile sammeln",,
quest_classtrainingmechanic6_description,,Quest Info,Reordered,"Your wrench is now mostly good as new. No doubt you noticed that the cars gave you some mechanical parts. There's more out there in the world so go and find them. Gather Lots of Parts.","Votre clé est maintenant presque comme neuve. Vous avez sans doute remarqué que les voitures vous ont fourni des pièces mécaniques. Il y en a plus dans le monde alors allez les trouver. Rassemblez beaucoup de pièces.","Ihr Schraubenschlüssel ist jetzt meistens neuwertig. Zweifellos haben Sie bemerkt, dass Ihnen die Autos mechanische Teile gegeben haben. Es gibt mehr auf der Welt, also geh und finde sie. Sammle viele Teile.",,
quest_classtrainingscientist,,Quest Info,KgNone,"Class Training - Scientist","Formation en Classe - Scientifique","Klassentraining - Wissenschaftler",,
quest_classtrainingscientist_offer,,Quest Info,KeyCon KgNone,"Medical items will be rare and valuable in the apocalypse. Knowing how to craft your own will prove very beneficial.\n\nLet's start you off with something basic","Les articles médicaux seront rares et précieux dans l'apocalypse. Savoir comment fabriquer le vôtre s'avérera très bénéfique.\n\nCommençons par quelque chose de fondamental","Medizinische Gegenstände werden in der Apokalypse selten und wertvoll sein. Zu wissen, wie man eigene fertigt, wird sich als sehr vorteilhaft erweisen.\n\nBeginnen wir mit etwas Grundlegendem",,
quest_classtrainingscientist1,,Quest Info,Reordered,"Class Quest - Scientist 1/6","Quête de Classe - Scientifique 1/6","Klassentraining - Wissenschaftler 1/6",,
quest_classtrainingscientist1_subtitle,,Quest Info,Reordered,"Craft A Splint","Fabriquer une attelle","Eine Schiene herstellen",,
quest_classtrainingscientist1_description,,Quest Info,Reordered,"A sprained or broken leg will be a death sentence these days. Craft a Splint","Une jambe foulée ou fracturée sera une condamnation à mort ces jours-ci. Fabriquer une attelle","Ein verstauchtes oder gebrochenes Bein wird in diesen Tagen zur Todesstrafe verurteilt. Basteln Sie eine Schiene",,
quest_classtrainingscientist2,,Quest Info,Reordered,"Class Quest - Scientist 2/6","Quête de Classe - Scientifique 2/6","Klassentraining - Wissenschaftler 2/6",,
quest_classtrainingscientist2_subtitle,,Quest Info,Reordered,"Gather Cotton and Aloe","Cueillir coton et aloès","Sammle Baumwolle und Aloe",,
quest_classtrainingscientist2_description,,Quest Info,Reordered,"You will need to learn to make things without your fancy lab equipment. Gather Cotton and Aloe.","Vous devrez apprendre à fabriquer des objets sans votre équipement de laboratoire sophistiqué. Rassemblez coton et aloès.","Sie müssen lernen, Dinge ohne Ihre ausgefallenen Laborgeräte herzustellen. Sammle Baumwolle und Aloe.",,
quest_classtrainingscientist3,,Quest Info,Reordered,"Class Quest - Scientist 3/6","Quête de Classe - Scientifique 3/6","Klassentraining - Wissenschaftler 3/6",,
quest_classtrainingscientist3_subtitle,,Quest Info,Reordered,"Craft Some Bandages","Fabriquer des bandages","Stellen Sie einige Bandagen her",,
quest_classtrainingscientist3_description,,Quest Info,Reordered,"Bleeding wounds will kill fast in the apocalypse. Basic bandages will take care of that. Craft Some Bandages.","Les plaies saignantes vont tuer rapidement dans l'apocalypse. Les bandages de base vont prendre soin de cela. Fabriquer des bandages.","Blutende Wunden werden in der Apokalypse schnell töten. Dafür sorgen Basisverbände. Stellen Sie einige Bandagen her.",,
quest_classtrainingscientist4,,Quest Info,Reordered,"Class Quest - Scientist 4/6","Quête de Classe - Scientifique 4/6","Klassentraining - Wissenschaftler 4/6",,
quest_classtrainingscientist4_subtitle,,Quest Info,Reordered,"Craft First Aid Bandages","Bandages de premiers soins","Erste-Hilfe-Bandagen herstellen",,
quest_classtrainingscientist4_description,,Quest Info,Reordered,"Now you need to crush that aloe into cream with whatever you can find. It will let you make some healing bandages. Craft First Aid Bandages.","Maintenant, vous devez écraser cet aloès en crème avec tout ce que vous pouvez trouver. Cela vous permettra de faire des bandages de guérison. Fabriquer des bandages de premiers soins.","Jetzt müssen Sie die Aloe mit dem was Sie finden können in Sahne zerquetschen. Sie werden einige heilende Verbände herstellen. Erste-Hilfe-Bandagen herstellen.",,
quest_classtrainingscientist5,,Quest Info,Reordered,"Class Quest - Scientist 5/6","Quête de Classe - Scientifique 5/6","Klassentraining - Wissenschaftler 5/6",,
quest_classtrainingscientist5_subtitle,,Quest Info,Reordered,"Find Painkillers And Honey","Trouvez des analgésiques et du miel","Schmerzmittel und Honig finden",,
quest_classtrainingscientist5_description,,Quest Info,Reordered,"Painkillers will be hard to make without chemistry tools. Honey is a natural antibiotic and good for you. Go out and find some painkillers and honey.","Les analgésiques seront difficiles à fabriquer sans outils de chimie. Le miel est un antibiotique naturel et bon pour vous. Sortez et trouvez des antidouleurs et du miel.","Schmerzmittel werden ohne chemische Hilfsmittel nur schwer herzustellen sein. Honig ist ein natürliches Antibiotikum und gut für Sie. Geh raus und finde Schmerzmittel und Honig.",,
quest_classtrainingscientist6,,Quest Info,Reordered,"Class Quest - Scientist 6/6","Quête de Classe - Scientifique 6/6","Klassentraining - Wissenschaftler 6/6",,
quest_classtrainingscientist6_subtitle,,Quest Info,Reordered,"Craft a Mortar and Pestle","Fabriquer un mortier et un pilon","Basteln Sie einen Mörser und eine Stößel",,
quest_classtrainingscientist6_description,,Quest Info,Reordered,"Probably the most basic tool you can get but it will definitely help. Craft a Mortar and Pestle.","Probablement l’outil le plus fondamental que vous puissiez obtenir, mais il vous aidera certainement. Fabriquer un mortier et un pilon.","Wahrscheinlich das grundlegendste Werkzeug, das Sie bekommen können, aber es wird auf jeden Fall helfen. Basteln Sie einen Mörser und eine Stößel.",,
quest_classtrainingsecurity,,Quest Info,KgNone,"Class Training - Security","Formation en Classe - Sécurité","Klassentraining - Sicherheit",,
quest_classtrainingsecurity_offer,,Quest Info,KeyCon KgNone,"You were either in the police force or the army before the world went to hell. Knowing how to defend yourself against people is going to be handy with all the bandits and zombies around.\n\nGood luck out there.","Vous faisiez partie de la police ou de l'armée avant que le monde aille en enfer. Savoir comment vous défendre contre les gens va être pratique avec tous les bandits et les zombies autour.\n\nBonne chance là-bas.","Sie waren entweder in der Polizei oder in der Armee, bevor die Welt in die Hölle ging. Zu wissen, wie man sich gegen Menschen verteidigen kann, wird bei allen Banditen und Zombies in der Nähe von Nutzen sein.\n\nViel Glück da draußen.",,
quest_classtrainingsecurity1,,Quest Info,Reordered,"Class Quest - Security 1/6","Quête de Classe - Sécurité 1/6","Klassentraining - Sicherheit 1/6",,
quest_classtrainingsecurity1_subtitle,,Quest Info,Reordered,"Craft A Club","Fabriquer un club","Bastle einen Club",,
quest_classtrainingsecurity1_description,,Quest Info,Reordered,"Well you dont have a nightstick anymore but a lump of wood is still a useful weapon. Craft A Club","Bien, vous n’avez plus de matraque, mais un morceau de bois reste une arme utile. Fabriquer un club","Nun, Sie haben keinen Nachtstock mehr, aber ein Holzklumpen ist immer noch eine nützliche Waffe. Bastle einen Club",,
quest_classtrainingsecurity2,,Quest Info,Reordered,"Class Quest - Security 2/6","Quête de Classe - Sécurité 2/6","Klassentraining - Sicherheit 2/6",,
quest_classtrainingsecurity2_subtitle,,Quest Info,Reordered,"Craft Cloth Armor","Fabriquer une armure en tissu","Craft-Stoffrüstung",,
quest_classtrainingsecurity2_description,,Quest Info,Reordered,"No fancy kevlar armor for you. Good thing there is plenty of cotton lying around. Craft Cloth Armor.","Aucune armure de kevlar de fantaisie pour vous. Heureusement, il y a beaucoup de coton qui traîne. Fabriquer une armure en tissu.","Keine schicke Kevlar-Rüstung für Sie. Gut, dass viel Baumwolle herumliegt. Craft-Stoffrüstung.",,
quest_classtrainingsecurity3,,Quest Info,Reordered,"Class Quest - Security 3/6","Quête de Classe - Sécurité 3/6","Klassentraining - Sicherheit 3/6",,
quest_classtrainingsecurity3_subtitle,,Quest Info,Reordered,"Kill Some Zombies","Tuer des zombies","Töte ein paar Zombies",,
quest_classtrainingsecurity3_description,,Quest Info,Reordered,"You have protection and a weapon so get out there and bash some skulls. Kill Some Zombies.","Vous avez une protection et une arme, alors sortez et cognez des crânes. Tuez des zombies.","Sie haben Schutz und eine Waffe, also gehen Sie raus und schlagen Sie ein paar Schädel. Töte ein paar Zombies.",,
quest_classtrainingsecurity4,,Quest Info,Reordered,"Class Quest - Security 4/6","Quête de Classe - Sécurité 5/6","Klassentraining - Sicherheit 5/6",,
quest_classtrainingsecurity5_subtitle,,Quest Info,Reordered,"Kill More Zombies","Tuez plus de zombies","Töte mehr Zombies",,
quest_classtrainingsecurity5_description,,Quest Info,Reordered,"Time for a little target practice to work on your aim. Kill More Zombies.","Il est temps pour un petit entraînement de cible de travailler sur votre objectif. Tuez plus de zombies.","Zeit für eine kleine Zielübung, um an Ihrem Ziel zu arbeiten. Töte mehr Zombies.",,
quest_classtrainingsecurity5,,Quest Info,Reordered,"Class Quest - Security 5/6","Quête de Classe - Sécurité 5/6","Klassentraining - Sicherheit 5/6",,
quest_classtrainingsecurity5_subtitle,,Quest Info,Reordered,"Craft an iron club","Fabriquer un club de fer","Bastelt einen Eisenklub",,
quest_classtrainingsecurity5_description,,Quest Info,Reordered,"Time to upgrade that club. Craft an iron club","Il est temps d'améliorer ce club. Fabriquer un club de fer","Zeit, diesen Club zu verbessern. Bastelt einen Eisenklub",,
quest_classtrainingsecurity6,,Quest Info,Reordered,"Class Quest - Security 6/6","Quête de Classe - Sécurité 6/6","Klassentraining - Sicherheit 6/6",,
quest_classtrainingsecurity6_subtitle,,Quest Info,Reordered,"Kill some zombies with your new club","Tuez des zombies avec votre nouveau club","Töte ein paar Zombies mit deinem neuen Club",,
quest_classtrainingsecurity6_description,,Quest Info,Reordered,"An Iron Reinforced Club will be a lot better than using a lump of wood. Ammo is limited after all. Kill some zombies with your new club.","Un club de fer renforcé sera beaucoup mieux que d'utiliser un morceau de bois. Les munitions sont limitées après tout. Tuez des zombies avec votre nouveau club.","Ein eiserner verstärkter Club ist viel besser als ein Holzklumpen. Munition ist immerhin begrenzt. Töte ein paar Zombies mit deinem neuen Club.",,
quest_classtrainingsurvivalist,,Quest Info,KgNone,"Class Training - Survivalist","Formation en Classe - Survivaliste","Klassentraining - Überlebenskünstler",,
quest_classtrainingsurvivalist_offer,,Quest Info,KeyCon KgNone,"There were some paranoid folks who expected the end of the world at any time. You were one of them which means you picked up quite a few tips and tricks to survive this apocalypse\n\nGood luck!","Certains paranoïaques s'attendaient à la fin du monde à tout moment. Vous étiez l'un d'entre eux, ce qui signifie que vous avez recueilli de nombreux trucs et astuces pour survivre à cette apocalypse.\n\nBonne chance!","Es gab paranoide Leute, die jederzeit mit dem Ende der Welt rechneten. Sie waren einer von ihnen, was bedeutet, dass Sie einige Tipps und Tricks gesammelt haben, um diese Apokalypse zu überleben.\n\nViel Glück!",,
quest_classtrainingsurvivalist1,,Quest Info,Reordered,"Class Quest - Survivalist 1/6","Quête de Classe - Survivaliste 1/6","Klassentraining - Überlebenskünstler 1/6",,
quest_classtrainingsurvivalist1_subtitle,,Quest Info,Reordered,"Craft A Wooden Bow And Club","Fabriquer un arc en bois et un club","Basteln Sie einen hölzernen Bogen und einen Club",,
quest_classtrainingsurvivalist1_description,,Quest Info,Reordered,"Lets start with crafting some basic weapons so you can hunt animals and defend yourself. Craft A Wooden Bow And Club","Commençons par fabriquer des armes de base afin que vous puissiez chasser les animaux et vous défendre. Fabriquer un arc en bois et un club","Beginnen wir mit der Herstellung einiger grundlegender Waffen, damit Sie Tiere jagen und sich selbst verteidigen können. Basteln Sie einen hölzernen Bogen und einen Club",,
quest_classtrainingsurvivalist2,,Quest Info,Reordered,"Class Quest - Survivalist 2/6","Quête de Classe - Survivaliste 2/6","Klassentraining - Überlebenskünstler 2/6",,
quest_classtrainingsurvivalist2_subtitle,,Quest Info,Reordered,"Craft A Shiv","Fabriquer un Shiv","Ein Shiv herstellen",,
quest_classtrainingsurvivalist2_description,,Quest Info,Reordered,"Until you learn how to craft your own hunting knife you will need an alternative. Craft A Shiv.","Jusqu'à ce que vous appreniez à fabriquer votre propre couteau de chasse, vous aurez besoin d'une alternative. Fabriquer un Shiv.","Bis Sie lernen, wie Sie Ihr eigenes Jagdmesser herstellen, benötigen Sie eine Alternative. Ein Shiv herstellen.",,
quest_classtrainingsurvivalist3,,Quest Info,Reordered,"Class Quest - Survivalist 3/6","Quête de Classe - Survivaliste 3/6","Klassentraining - Überlebenskünstler 3/6",,
quest_classtrainingsurvivalist3_subtitle,,Quest Info,Reordered,"Craft Charred Meat And Boiled Water","Fabriquer de la viande carbonisée et de l'eau bouillie","Fertige verkohltes Fleisch und gekochtes Wasser",,
quest_classtrainingsurvivalist3_description,,Quest Info,Reordered,"Water boiled in a can and meat charred in a fire will at least keep you alive. Craft Charred Meat And Boiled Water.","L'eau bouillie dans une canette et la viande carbonisée au feu vous garderont au moins en vie. Fabriquer de la viande carbonisée et de l'eau bouillie.","In einer Dose gekochtes Wasser und in einem Feuer verbranntes Fleisch werden Sie zumindest am Leben erhalten. Fertige verkohltes Fleisch und gekochtes Wasser.",,
quest_classtrainingsurvivalist4,,Quest Info,Reordered,"Class Quest - Survivalist 4/6","Quête de Classe - Survivaliste 4/6","Klassentraining - Überlebenskünstler 4/6",,
quest_classtrainingsurvivalist4_subtitle,,Quest Info,Reordered,"Craft Leather Armor","Armure de cuir artisanale","Handwerkliche Lederrüstung",,
quest_classtrainingsurvivalist4_description,,Quest Info,Reordered,"Getting the materials for leather armor is pretty easy. It's also protection at least. Craft Leather Armor.","Obtenir les matériaux pour l'armure de cuir est assez facile. C'est aussi une protection au moins. Armure de cuir artisanale.","Die Materialien für die Lederrüstung zu bekommen ist ziemlich einfach. Zumindest ist es auch ein Schutz. Handwerkliche Lederrüstung.",,
quest_classtrainingsurvivalist5,,Quest Info,Reordered,"Class Quest - Survivalist 5/6","Quête de Classe - Survivaliste 5/6","Klassentraining - Überlebenskünstler 5/6",,
quest_classtrainingsurvivalist5_subtitle,,Quest Info,Reordered,"Gather Resources","Rassembler des ressources","Sammeln Sie Ressourcen",,
quest_classtrainingsurvivalist5_description,,Quest Info,Reordered,"Scavenging and harvesting natural resources are going to be your main bread and butter. You need better tools for that. Gather Resources.","La récupération et la récolte des ressources naturelles seront votre principale ressource. Vous avez besoin de meilleurs outils pour cela. Rassembler des ressources.","Das Aufräumen und Ernten natürlicher Ressourcen wird Ihr Hauptbrot sein. Dafür brauchst du bessere Werkzeuge. Sammeln Sie Ressourcen.",,
quest_classtrainingsurvivalist6,,Quest Info,Reordered,"Class Quest - Survivalist 6/6","Quête de Classe - Survivaliste 6/6","Klassentraining - Überlebenskünstler 6/6",,
quest_classtrainingsurvivalist6_subtitle,,Quest Info,Reordered,"Craft Scrap Iron Tools","Outils de ferraille artisanale","Bastelschrott-Werkzeuge",,
quest_classtrainingsurvivalist6_description,,Quest Info,Reordered,"Now you have all those resources it is time to make yourself some better tools. Craft Scrap Iron Tools.","Maintenant que vous avez toutes ces ressources, il est temps de vous fabriquer de meilleurs outils. Outils de ferraille artisanale.","Jetzt haben Sie all diese Ressourcen, es ist an der Zeit, sich bessere Werkzeuge zu schaffen. Bastelschrott-Werkzeuge.",,
